,address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,unique_key,x_coordinate_state_plane,y_coordinate_state_plane,created_time,lonlat,geometry
242,ADDRESS,NYPD,New York City Police Department,1010800028,MANHATTAN,NEW YORK,2012-05-26T21:02:14.000,04 MANHATTAN,Urinating in Public,2012-05-26 20:28:43,10 AVENUE,AMTRAK RAILROAD,N/A,2012-05-27T04:28:43.000,Precinct,500 WEST 52 STREET,10019,,,,40.7659744122,"{u'type': u'Point', u'coordinates': [-73.991000208882, 40.765974412191]}",Residential Building/House,-73.9910002089,PHONE,MANHATTAN,Unspecified,2012-05-26T21:02:14.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,WEST 52 STREET,23304114,986743,218342,20:28:43,"(-73.99100020888159, 40.765974412190836)",POINT (-73.99100020888159 40.76597441219084)
243,ADDRESS,NYPD,New York City Police Department,1011680001,MANHATTAN,NEW YORK,2012-06-05T00:43:12.000,07 MANHATTAN,Urinating in Public,2012-06-04 23:17:45,BROADWAY,WEST END AVENUE,N/A,2012-06-05T07:17:45.000,Precinct,340 WEST END AVENUE,10023,,,,40.7823539907,"{u'type': u'Point', u'coordinates': [-73.982237920986, 40.782353990714]}",Street/Sidewalk,-73.982237921,PHONE,MANHATTAN,Unspecified,2012-06-05T00:43:12.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WEST END AVENUE,23360695,989169,224310,23:17:45,"(-73.98223792098555, 40.7823539907139)",POINT (-73.98223792098555 40.7823539907139)
244,ADDRESS,NYPD,New York City Police Department,1019070001,MANHATTAN,NEW YORK,2012-06-15T02:46:46.000,10 MANHATTAN,Urinating in Public,2012-06-14 22:56:08,WEST 122 STREET,WEST 123 STREET,N/A,2012-06-15T06:56:08.000,Precinct,2041 7 AVENUE,10027,,,,40.8071292733,"{u'type': u'Point', u'coordinates': [-73.9496595887, 40.80712927333]}",Store/Commercial,-73.9496595887,PHONE,MANHATTAN,Unspecified,2012-06-15T02:46:46.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,7 AVENUE,23423838,998186,233340,22:56:08,"(-73.94965958870036, 40.807129273329735)",POINT (-73.94965958870036 40.80712927332974)
245,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2012-07-07T00:04:55.000,04 MANHATTAN,Urinating in Public,2012-07-06 22:55:44,,,N/A,2012-07-07T06:55:44.000,Precinct,,10010,WEST   24 STREET,6 AVENUE,,40.7435691479,"{u'type': u'Point', u'coordinates': [-73.992320451304, 40.743569147921]}",Street/Sidewalk,-73.9923204513,PHONE,MANHATTAN,Unspecified,2012-07-07T00:04:55.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,Closed,,23563322,986378,210179,22:55:44,"(-73.9923204513036, 40.74356914792079)",POINT (-73.9923204513036 40.74356914792079)
246,ADDRESS,NYPD,New York City Police Department,1014487501,MANHATTAN,NEW YORK,2012-07-11T20:51:13.000,08 MANHATTAN,Urinating in Public,2012-07-11 20:21:09,2 AVENUE,1 AVENUE,N/A,2012-07-12T04:21:09.000,Precinct,340 EAST 74 STREET,10021,,,,40.7696773951,"{u'type': u'Point', u'coordinates': [-73.95637764667, 40.769677395083]}",Residential Building/House,-73.9563776467,PHONE,MANHATTAN,Unspecified,2012-07-11T20:51:13.000,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,EAST 74 STREET,23594533,996333,219694,20:21:09,"(-73.95637764666981, 40.76967739508274)",POINT (-73.95637764666981 40.76967739508274)
247,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2012-08-01T10:35:09.000,12 MANHATTAN,Urinating in Public,2012-08-01 00:19:26,,,N/A,2012-08-01T08:19:26.000,Precinct,,10034,ISHAM STREET,VERMILYEA AVENUE,,40.8672760289,"{u'type': u'Point', u'coordinates': [-73.919214723967, 40.867276028887]}",Street/Sidewalk,-73.919214724,PHONE,MANHATTAN,Unspecified,2012-08-01T10:35:09.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,23719414,1006594,255260,00:19:26,"(-73.9192147239671, 40.867276028886835)",POINT (-73.9192147239671 40.86727602888683)
248,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2012-08-08T22:19:46.000,01 MANHATTAN,Urinating in Public,2012-08-08 20:54:25,,,N/A,2012-08-09T04:54:25.000,Precinct,,10013,WHITE STREET,6 AVENUE,,40.7190037315,"{u'type': u'Point', u'coordinates': [-74.005173126797, 40.71900373153]}",Street/Sidewalk,-74.0051731268,PHONE,MANHATTAN,Unspecified,2012-08-08T22:19:46.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,23771502,982816,201229,20:54:25,"(-74.00517312679668, 40.7190037315301)",POINT (-74.00517312679668 40.7190037315301)
249,ADDRESS,NYPD,New York City Police Department,1007310050,MANHATTAN,NEW YORK,2012-08-27T05:53:14.000,04 MANHATTAN,Urinating in Public,2012-08-26 22:51:08,9 AVENUE,DYER AVENUE,N/A,2012-08-27T06:51:08.000,Precinct,410 WEST 34 STREET,10001,,,,40.753579456,"{u'type': u'Point', u'coordinates': [-73.996787676022, 40.753579455979]}",Residential Building/House,-73.996787676,PHONE,MANHATTAN,Unspecified,2012-08-27T05:53:14.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WEST 34 STREET,23875677,985140,213826,22:51:08,"(-73.99678767602204, 40.75357945597902)",POINT (-73.99678767602204 40.75357945597902)
250,ADDRESS,NYPD,New York City Police Department,1019070033,MANHATTAN,NEW YORK,2012-08-28T22:00:04.000,10 MANHATTAN,Urinating in Public,2012-08-28 20:38:00,WEST 122 STREET,WEST 123 STREET,N/A,2012-08-29T04:38:00.000,Precinct,251 LENOX AVENUE,10027,,,,40.8061809955,"{u'type': u'Point', u'coordinates': [-73.946662175071, 40.806180995538]}",Street/Sidewalk,-73.9466621751,PHONE,MANHATTAN,Unspecified,2012-08-28T22:00:04.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,LENOX AVENUE,23889130,999016,232995,20:38:00,"(-73.94666217507144, 40.806180995537595)",POINT (-73.94666217507144 40.80618099553759)
251,ADDRESS,NYPD,New York City Police Department,1019880048,MANHATTAN,NEW YORK,2012-09-03T22:22:07.000,09 MANHATTAN,Urinating in Public,2012-09-03 20:47:26,AMSTERDAM AVENUE,BROADWAY,N/A,2012-09-04T04:47:26.000,Precinct,514 WEST 135 STREET,10031,,,,40.8192183943,"{u'type': u'Point', u'coordinates': [-73.95289484001, 40.819218394254]}",Residential Building/House,-73.95289484,PHONE,MANHATTAN,Unspecified,2012-09-03T22:22:07.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 135 STREET,23917949,997288,237744,20:47:26,"(-73.95289484000992, 40.81921839425427)",POINT (-73.95289484000992 40.81921839425427)
252,ADDRESS,NYPD,New York City Police Department,1017510066,MANHATTAN,NEW YORK,2012-09-17T23:01:40.000,11 MANHATTAN,Urinating in Public,2012-09-17 22:09:45,5 AVENUE,MADISON AVENUE,N/A,2012-09-18T06:09:45.000,Precinct,14 EAST 127 STREET,10035,,,,40.8074626348,"{u'type': u'Point', u'coordinates': [-73.940740628509, 40.80746263484]}",Street/Sidewalk,-73.9407406285,PHONE,MANHATTAN,Unspecified,2012-09-17T23:01:40.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST 127 STREET,24041428,1000655,233463,22:09:45,"(-73.94074062850945, 40.807462634839666)",POINT (-73.94074062850945 40.80746263483967)
253,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2012-09-28T23:52:51.000,09 MANHATTAN,Urinating in Public,2012-09-28 21:04:50,,,N/A,2012-09-29T05:04:50.000,Precinct,,10027,WEST  122 STREET,RIVERSIDE DRIVE,,40.8126237771,"{u'type': u'Point', u'coordinates': [-73.963014662278, 40.812623777132]}",Park/Playground,-73.9630146623,PHONE,MANHATTAN,Unspecified,2012-09-28T23:52:51.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,24109402,994488,235340,21:04:50,"(-73.96301466227769, 40.81262377713216)",POINT (-73.96301466227769 40.81262377713216)
254,ADDRESS,NYPD,New York City Police Department,1020540040,MANHATTAN,NEW YORK,2012-10-05T03:44:04.000,09 MANHATTAN,Urinating in Public,2012-10-05 01:19:39,DONNELLON SQUARE,WEST 151 STREET,N/A,2012-10-05T09:19:39.000,Precinct,16 ST NICHOLAS PLACE,10031,,,,40.8275519729,"{u'type': u'Point', u'coordinates': [-73.942186150318, 40.827551972855]}",Street/Sidewalk,-73.9421861503,PHONE,MANHATTAN,Unspecified,2012-10-05T03:44:04.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,ST NICHOLAS PLACE,24142311,1000250,240782,01:19:39,"(-73.94218615031811, 40.82755197285539)",POINT (-73.94218615031811 40.82755197285539)
255,ADDRESS,NYPD,New York City Police Department,1020570039,MANHATTAN,NEW YORK,2012-10-06T02:59:36.000,09 MANHATTAN,Urinating in Public,2012-10-06 00:25:41,ST NICHOLAS TERRACE,WEST 141 STREET,N/A,2012-10-06T08:25:41.000,Precinct,260 CONVENT AVENUE,10031,,,,40.8215824541,"{u'type': u'Point', u'coordinates': [-73.948481642559, 40.821582454126]}",Residential Building/House,-73.9484816426,PHONE,MANHATTAN,Unspecified,2012-10-06T02:59:36.000,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,CONVENT AVENUE,24146355,998509,238606,00:25:41,"(-73.94848164255873, 40.821582454126144)",POINT (-73.94848164255873 40.82158245412614)
256,ADDRESS,NYPD,New York City Police Department,1021280051,MANHATTAN,NEW YORK,2012-10-07T01:05:05.000,12 MANHATTAN,Urinating in Public,2012-10-06 20:53:50,EDGECOMBE AVENUE,WEST 172 STREET,N/A,2012-10-07T04:53:50.000,Precinct,2238 AMSTERDAM AVENUE,10032,,,,40.8418675728,"{u'type': u'Point', u'coordinates': [-73.935469472449, 40.841867572793]}",Store/Commercial,-73.9354694724,PHONE,MANHATTAN,Unspecified,2012-10-07T01:05:05.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,AMSTERDAM AVENUE,24152143,1002105,245999,20:53:50,"(-73.93546947244887, 40.84186757279327)",POINT (-73.93546947244887 40.84186757279327)
257,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2012-10-08T22:21:24.000,08 MANHATTAN,Urinating in Public,2012-10-08 22:00:30,,,N/A,2012-10-09T06:00:30.000,Precinct,,10021,LEXINGTON AVENUE,EAST   73 STREET,,40.7711065549,"{u'type': u'Point', u'coordinates': [-73.961709128217, 40.771106554917]}",Street/Sidewalk,-73.9617091282,PHONE,MANHATTAN,Unspecified,2012-10-08T22:21:24.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,Closed,,24159810,994856,220214,22:00:30,"(-73.96170912821651, 40.771106554917424)",POINT (-73.96170912821651 40.77110655491742)
258,ADDRESS,NYPD,New York City Police Department,1001717502,MANHATTAN,NEW YORK,2012-10-19T01:32:44.000,01 MANHATTAN,Urinating in Public,2012-10-19 01:15:09,LEONARD STREET,FRANKLIN STREET,N/A,2012-10-19T09:15:09.000,Precinct,354 BROADWAY,10013,,,,40.7170879418,"{u'type': u'Point', u'coordinates': [-74.003827426614, 40.717087941763]}",Street/Sidewalk,-74.0038274266,PHONE,MANHATTAN,Unspecified,2012-10-19T01:32:44.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,BROADWAY,24224199,983189,200531,01:15:09,"(-74.00382742661363, 40.717087941762706)",POINT (-74.00382742661363 40.71708794176271)
259,ADDRESS,NYPD,New York City Police Department,1013020021,MANHATTAN,NEW YORK,2012-10-20T03:42:47.000,06 MANHATTAN,Urinating in Public,2012-10-20 03:15:33,EAST 47 STREET,EAST 48 STREET,N/A,2012-10-20T11:15:33.000,Precinct,501 LEXINGTON AVENUE,10017,,,,40.7547100683,"{u'type': u'Point', u'coordinates': [-73.973654886489, 40.754710068259]}",Residential Building/House,-73.9736548865,PHONE,MANHATTAN,Unspecified,2012-10-20T03:42:47.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,LEXINGTON AVENUE,24238120,991549,214239,03:15:33,"(-73.97365488648926, 40.754710068258575)",POINT (-73.97365488648926 40.75471006825858)
260,ADDRESS,NYPD,New York City Police Department,1009390050,MANHATTAN,NEW YORK,2012-10-20T21:42:10.000,06 MANHATTAN,Urinating in Public,2012-10-20 21:35:33,QUEENS MIDTOWN TUNNEL APPROACH,1 AVENUE,N/A,2012-10-21T05:35:33.000,Precinct,318 EAST 34 STREET,10016,,,,40.7443544099,"{u'type': u'Point', u'coordinates': [-73.974889600421, 40.744354409924]}",Residential Building/House,-73.9748896004,PHONE,MANHATTAN,Unspecified,2012-10-20T21:42:10.000,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,EAST 34 STREET,24238155,991208,210466,21:35:33,"(-73.97488960042075, 40.744354409924405)",POINT (-73.97488960042075 40.74435440992441)
261,ADDRESS,NYPD,New York City Police Department,1017630001,MANHATTAN,NEW YORK,2012-10-28T03:04:46.000,11 MANHATTAN,Urinating in Public,2012-10-27 21:50:59,WEST 138 STREET,HARLEM RIVER DRV NB EN E 139 ST,N/A,2012-10-28T05:50:59.000,Precinct,2289 5 AVENUE,10037,,,,40.8150519682,"{u'type': u'Point', u'coordinates': [-73.935936221678, 40.815051968193]}",Street/Sidewalk,-73.9359362217,PHONE,MANHATTAN,Unspecified,2012-10-28T03:04:38.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,5 AVENUE,24277644,1001983,236229,21:50:59,"(-73.93593622167768, 40.815051968193046)",POINT (-73.93593622167768 40.81505196819305)
262,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2012-11-26T23:47:54.000,07 MANHATTAN,Urinating in Public,2012-11-26 21:08:39,,,N/A,2012-11-27T05:08:39.000,Precinct,,10025,WEST  108 STREET,COLUMBUS AVENUE,,40.8005438878,"{u'type': u'Point', u'coordinates': [-73.961916132799, 40.800543887791]}",Street/Sidewalk,-73.9619161328,PHONE,MANHATTAN,Unspecified,2012-11-26T23:47:54.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,,24478943,994794,230939,21:08:39,"(-73.96191613279878, 40.8005438877909)",POINT (-73.96191613279878 40.8005438877909)
263,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2013-01-20T21:05:13.000,05 MANHATTAN,Urinating in Public,2013-01-20 20:52:36,,,N/A,2013-01-21T04:52:36.000,Precinct,,10019,7 AVENUE,WEST   56 STREET,,40.7648422847,"{u'type': u'Point', u'coordinates': [-73.980527858634, 40.764842284666]}",Residential Building/House,-73.9805278586,PHONE,MANHATTAN,Unspecified,2013-01-20T21:05:13.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,24821048,989644,217930,20:52:36,"(-73.98052785863408, 40.764842284666365)",POINT (-73.98052785863408 40.76484228466636)
264,ADDRESS,NYPD,New York City Police Department,1014440015,MANHATTAN,NEW YORK,2013-03-02T22:13:58.000,08 MANHATTAN,Urinating in Public,2013-03-02 21:41:01,2 AVENUE,1 AVENUE,N/A,2013-03-03T05:41:01.000,Precinct,327 EAST 69 STREET,10021,,,,40.7665383672,"{u'type': u'Point', u'coordinates': [-73.958978942646, 40.766538367205]}",Street/Sidewalk,-73.9589789426,PHONE,MANHATTAN,Unspecified,2013-03-02T22:13:58.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,EAST 69 STREET,25102028,995613,218550,21:41:01,"(-73.95897894264557, 40.7665383672053)",POINT (-73.95897894264557 40.7665383672053)
265,ADDRESS,NYPD,New York City Police Department,1015430004,MANHATTAN,NEW YORK,2013-03-03T04:16:30.000,08 MANHATTAN,Urinating in Public,2013-03-03 00:37:10,EAST 80 STREET,EAST 81 STREET,N/A,2013-03-03T08:37:10.000,Precinct,1544 2 AVENUE,10028,,,,40.7742328921,"{u'type': u'Point', u'coordinates': [-73.954388902571, 40.77423289205]}",Club/Bar/Restaurant,-73.9543889026,PHONE,MANHATTAN,Unspecified,2013-03-03T04:16:30.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,2 AVENUE,25103938,996883,221354,00:37:10,"(-73.954388902571, 40.774232892050456)",POINT (-73.954388902571 40.77423289205046)
266,ADDRESS,NYPD,New York City Police Department,1001640001,MANHATTAN,NEW YORK,2013-03-16T02:16:34.000,03 MANHATTAN,Urinating in Public,2013-03-16 01:59:50,MOSCO STREET,BEND,N/A,2013-03-16T09:59:50.000,Precinct,30 MULBERRY STREET,10013,,,,40.7145573353,"{u'type': u'Point', u'coordinates': [-73.999592381917, 40.714557335342]}",Club/Bar/Restaurant,-73.9995923819,PHONE,MANHATTAN,Unspecified,2013-03-16T02:16:14.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,MULBERRY STREET,25191730,984363,199609,01:59:50,"(-73.99959238191653, 40.714557335341524)",POINT (-73.99959238191653 40.71455733534152)
267,ADDRESS,NYPD,New York City Police Department,1017210035,MANHATTAN,NEW YORK,2013-03-24T21:09:20.000,10 MANHATTAN,Urinating in Public,2013-03-24 20:18:43,WEST 123 STREET,WEST 124 STREET,N/A,2013-03-25T04:18:43.000,Precinct,260 LENOX AVENUE,10027,,,,40.8066391967,"{u'type': u'Point', u'coordinates': [-73.946300584821, 40.806639196691]}",Street/Sidewalk,-73.9463005848,PHONE,MANHATTAN,Unspecified,2013-03-24T21:08:36.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,LENOX AVENUE,25239966,999116,233162,20:18:43,"(-73.94630058482072, 40.80663919669058)",POINT (-73.94630058482072 40.80663919669058)
268,ADDRESS,NYPD,New York City Police Department,1003900042,MANHATTAN,NEW YORK,2013-04-07T04:16:03.000,03 MANHATTAN,Urinating in Public,2013-04-07 02:37:57,AVENUE B,AVENUE C,N/A,2013-04-07T10:37:57.000,Precinct,219 EAST 7 STREET,10009,,,,40.7243680277,"{u'type': u'Point', u'coordinates': [-73.97951146997, 40.724368027695]}",Street/Sidewalk,-73.97951147,PHONE,MANHATTAN,Unspecified,2013-04-07T04:14:59.000,The Police Department reviewed your complaint and provided additional information below.,Closed,EAST 7 STREET,25312933,989929,203184,02:37:57,"(-73.97951146997048, 40.72436802769455)",POINT (-73.97951146997048 40.72436802769455)
269,ADDRESS,NYPD,New York City Police Department,1004450018,MANHATTAN,NEW YORK,2013-04-14T03:25:18.000,03 MANHATTAN,Urinating in Public,2013-04-14 03:05:29,2 AVENUE,1 AVENUE,N/A,2013-04-14T11:05:29.000,Precinct,104 EAST 4 STREET,10003,,,,40.7257883156,"{u'type': u'Point', u'coordinates': [-73.988498181829, 40.725788315628]}",Residential Building/House,-73.9884981818,PHONE,MANHATTAN,Unspecified,2013-04-14T03:25:18.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,EAST 4 STREET,25359286,987438,203701,03:05:29,"(-73.9884981818294, 40.72578831562818)",POINT (-73.9884981818294 40.72578831562818)
270,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2013-05-03T22:47:49.000,07 MANHATTAN,Urinating in Public,2013-05-03 22:38:57,AMSTERDAM AVENUE,BROADWAY,N/A,2013-05-04T06:38:57.000,Precinct,WEST 109 STREET,10025,,,,40.8029494486,"{u'type': u'Point', u'coordinates': [-73.965674879833, 40.802949448647]}",Street/Sidewalk,-73.9656748798,PHONE,MANHATTAN,Unspecified,2013-05-03T22:47:49.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 109 STREET,25473959,993753,231815,22:38:57,"(-73.96567487983313, 40.80294944864667)",POINT (-73.96567487983313 40.80294944864667)
271,ADDRESS,NYPD,New York City Police Department,1016650050,MANHATTAN,NEW YORK,2013-05-06T02:18:40.000,11 MANHATTAN,Urinating in Public,2013-05-05 23:29:15,EAST 115 STREET,EAST 116 STREET,N/A,2013-05-06T07:29:15.000,Precinct,2119 3 AVENUE,10029,,,,40.7977514874,"{u'type': u'Point', u'coordinates': [-73.940149723057, 40.797751487423]}",Club/Bar/Restaurant,-73.9401497231,PHONE,MANHATTAN,Unspecified,2013-05-06T02:18:40.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,3 AVENUE,25486251,1000821,229925,23:29:15,"(-73.94014972305668, 40.79775148742255)",POINT (-73.94014972305668 40.79775148742255)
272,ADDRESS,NYPD,New York City Police Department,1021350013,MANHATTAN,NEW YORK,2013-05-11T01:12:31.000,12 MANHATTAN,Urinating in Public,2013-05-10 23:48:59,BEND,WEST 160 STREET,N/A,2013-05-11T07:48:59.000,Precinct,839 RIVERSIDE DRIVE,10032,,,,40.8363673809,"{u'type': u'Point', u'coordinates': [-73.946612677461, 40.836367380852]}",Residential Building/House,-73.9466126775,PHONE,MANHATTAN,Unspecified,2013-05-11T01:12:31.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,RIVERSIDE DRIVE,25518023,999023,243993,23:48:59,"(-73.94661267746146, 40.8363673808515)",POINT (-73.94661267746146 40.8363673808515)
273,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2013-05-17T02:51:01.000,08 MANHATTAN,Urinating in Public,2013-05-17 01:48:03,,,N/A,2013-05-17T09:48:03.000,Precinct,,10028,3 AVENUE,EAST   86 STREET,,40.7788219322,"{u'type': u'Point', u'coordinates': [-73.953984969114, 40.778821932245]}",Street/Sidewalk,-73.9539849691,PHONE,MANHATTAN,Unspecified,2013-05-17T02:51:01.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,25551129,996994,223026,01:48:03,"(-73.95398496911395, 40.77882193224481)",POINT (-73.95398496911395 40.77882193224481)
274,ADDRESS,NYPD,New York City Police Department,1019370123,MANHATTAN,NEW YORK,2013-06-13T00:11:17.000,10 MANHATTAN,Urinating in Public,2013-06-13 00:03:08,7 AVENUE,8 AVENUE,N/A,2013-06-13T08:03:08.000,Precinct,213 WEST 131 STREET,10027,,,,40.8130343706,"{u'type': u'Point', u'coordinates': [-73.946234010991, 40.81303437057]}",Street/Sidewalk,-73.946234011,PHONE,MANHATTAN,Unspecified,2013-06-13T00:11:17.000,The Police Department reviewed your complaint and provided additional information below.,Closed,WEST 131 STREET,25724963,999133,235492,00:03:08,"(-73.94623401099106, 40.81303437056967)",POINT (-73.94623401099106 40.81303437056967)
275,ADDRESS,NYPD,New York City Police Department,1004010047,MANHATTAN,NEW YORK,2013-07-03T03:46:06.000,03 MANHATTAN,Urinating in Public,2013-07-03 01:42:36,AVENUE A,AVENUE B,N/A,2013-07-03T09:42:36.000,Precinct,533 EAST 5 STREET,10009,,,,40.7244976748,"{u'type': u'Point', u'coordinates': [-73.983519671254, 40.724497674771]}",Club/Bar/Restaurant,-73.9835196713,PHONE,MANHATTAN,Unspecified,2013-07-03T03:46:06.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST 5 STREET,25863722,988818,203231,01:42:36,"(-73.98351967125437, 40.72449767477108)",POINT (-73.98351967125437 40.72449767477108)
276,ADDRESS,NYPD,New York City Police Department,1008180039,MANHATTAN,NEW YORK,2013-07-17T22:56:17.000,05 MANHATTAN,Urinating in Public,2013-07-17 22:48:38,5 AVENUE,AVENUE OF THE AMERICAS,N/A,2013-07-18T06:48:38.000,Precinct,3 WEST 16 STREET,10011,,,,40.7375609411,"{u'type': u'Point', u'coordinates': [-73.993176354753, 40.737560941072]}",Street/Sidewalk,-73.9931763548,PHONE,MANHATTAN,Unspecified,2013-07-17T22:56:06.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WEST 16 STREET,25956045,986141,207990,22:48:38,"(-73.99317635475253, 40.73756094107167)",POINT (-73.99317635475253 40.73756094107167)
277,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2013-08-07T01:26:28.000,05 MANHATTAN,Urinating in Public,2013-08-06 23:44:49,,,N/A,2013-08-07T07:44:49.000,Precinct,,10019,6 AVENUE,WEST   55 STREET,,40.7630248368,"{u'type': u'Point', u'coordinates': [-73.978138659519, 40.763024836751]}",Street/Sidewalk,-73.9781386595,PHONE,MANHATTAN,Unspecified,2013-08-07T01:26:25.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,26077317,990306,217268,23:44:49,"(-73.97813865951915, 40.76302483675119)",POINT (-73.97813865951915 40.76302483675119)
278,ADDRESS,NYPD,New York City Police Department,1009090010,MANHATTAN,NEW YORK,2013-08-15T02:11:09.000,06 MANHATTAN,Urinating in Public,2013-08-15 01:40:23,3 AVENUE,2 AVENUE,N/A,2013-08-15T09:40:23.000,Precinct,219 EAST 28 STREET,10016,,,,40.7416985254,"{u'type': u'Point', u'coordinates': [-73.980191795308, 40.741698525404]}",Street/Sidewalk,-73.9801917953,PHONE,MANHATTAN,Unspecified,2013-08-15T02:11:09.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST 28 STREET,26121697,989739,209498,01:40:23,"(-73.98019179530783, 40.74169852540362)",POINT (-73.98019179530783 40.74169852540362)
279,ADDRESS,NYPD,New York City Police Department,1014510038,MANHATTAN,NEW YORK,2013-08-14T23:03:45.000,08 MANHATTAN,Urinating in Public,2013-08-14 21:26:58,2 AVENUE,1 AVENUE,N/A,2013-08-15T05:26:58.000,Precinct,334 EAST 77 STREET,10075,,,,40.7716229213,"{u'type': u'Point', u'coordinates': [-73.955091094386, 40.771622921274]}",Street/Sidewalk,-73.9550910944,PHONE,MANHATTAN,Unspecified,2013-08-14T23:03:46.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST 77 STREET,26124518,996689,220403,21:26:58,"(-73.95509109438639, 40.77162292127413)",POINT (-73.95509109438639 40.77162292127413)
280,ADDRESS,NYPD,New York City Police Department,1001640001,MANHATTAN,NEW YORK,2013-03-30T02:46:49.000,03 MANHATTAN,Urinating in Public,2013-03-30 02:33:13,MULBERRY STREET,MOTT STREET,N/A,2013-03-30T10:33:13.000,Precinct,100 MOSCO STREET,10013,,,,40.7144667577,"{u'type': u'Point', u'coordinates': [-73.999473343723, 40.714466757741]}",Street/Sidewalk,-73.9994733437,PHONE,MANHATTAN,Unspecified,2013-03-30T02:46:49.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,MOSCO STREET,26139425,984396,199576,02:33:13,"(-73.9994733437229, 40.714466757741214)",POINT (-73.9994733437229 40.71446675774121)
281,ADDRESS,NYPD,New York City Police Department,1017210035,MANHATTAN,NEW YORK,2013-09-04T22:41:33.000,10 MANHATTAN,Urinating in Public,2013-09-04 22:16:29,WEST 123 STREET,WEST 124 STREET,N/A,2013-09-05T06:16:29.000,Precinct,260 LENOX AVENUE,10027,,,,40.8066391967,"{u'type': u'Point', u'coordinates': [-73.946300584821, 40.806639196691]}",Street/Sidewalk,-73.9463005848,PHONE,MANHATTAN,Unspecified,2013-09-04T22:41:33.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,LENOX AVENUE,26254330,999116,233162,22:16:29,"(-73.94630058482072, 40.80663919669058)",POINT (-73.94630058482072 40.80663919669058)
